Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-Ref-SPA0-V17,STAN,GDP|PPP,billion US$2005/yr,314.0869140625,589.0911254882812,992.3073120117188,1395.7550048828125,1726.3079833984375,2010.2769775390625,2333.986083984375,2642.133056640625,2954.58203125,3278.948974609375
IMAGE,SSP3-Ref-SPA0-V17,STAN,GDP|PPP,billion US$2005/yr,314.0869140625,594.9649047851562,983.6806030273438,1357.115966796875,1608.5909423828125,1768.7969970703125,1993.60400390625,2244.443115234375,2507.30810546875,2792.743896484375
IMAGE,SSP4-Ref-SPA0-V17,STAN,GDP|PPP,billion US$2005/yr,314.0869140625,574.8754272460938,974.634521484375,1413.9830322265625,1729.3360595703125,1926.843994140625,2118.2060546875,2250.6279296875,2351.674072265625,2432.8291015625
IMAGE,SSP5-Ref-SPA0-V17,STAN,GDP|PPP,billion US$2005/yr,314.0869140625,578.2003784179688,1090.7559814453125,1775.0050048828125,2343.60693359375,2762.6708984375,3176.071044921875,3508.58203125,3819.1240234375,4133.10302734375
IMAGE,SSP1-Ref-SPA0-V17,TUR,GDP|PPP,billion US$2005/yr,879.4927978515625,1342.1090087890625,1951.4639892578125,2688.06298828125,3410.7529296875,4051.632080078125,4584.72900390625,4965.22216796875,5241.796875,5405.89306640625
IMAGE,SSP2-Ref-SPA0-V17,TUR,GDP|PPP,billion US$2005/yr,879.4927978515625,1355.0460205078125,1894.6409912109375,2477.205078125,3109.47705078125,3782.596923828125,4486.125,5185.52490234375,5876.7080078125,6556.52880859375
IMAGE,SSP3-Ref-SPA0-V17,TUR,GDP|PPP,billion US$2005/yr,879.4927978515625,1371.79296875,1823.343017578125,2199.403076171875,2553.841064453125,2903.700927734375,3273.427978515625,3670.092041015625,4068.4541015625,4479.06103515625
IMAGE,SSP4-Ref-SPA0-V17,TUR,GDP|PPP,billion US$2005/yr,879.4927978515625,1358.302978515625,1847.2779541015625,2326.68408203125,2771.5458984375,3178.385986328125,3535.51806640625,3827.5830078125,4073.570068359375,4300.283203125
IMAGE,SSP5-Ref-SPA0-V17,TUR,GDP|PPP,billion US$2005/yr,879.4927978515625,1352.3609619140625,2057.23388671875,3022.7109375,4065.23193359375,5117.5341796875,6147.5908203125,7079.958984375,7962.97509765625,8762.390625
IMAGE,SSP1-Ref-SPA0-V17,UKR,GDP|PPP,billion US$2005/yr,405.08990478515625,517.9434204101562,789.9025268554688,1154.2459716796875,1477.031005859375,1764.404052734375,2018.01904296875,2160.56005859375,2241.803955078125,2273.550048828125
IMAGE,SSP2-Ref-SPA0-V17,UKR,GDP|PPP,billion US$2005/yr,405.08990478515625,514.805908203125,718.3909301757812,943.6234741210938,1162.22705078125,1408.1910400390625,1689.93603515625,1948.0560302734375,2195.60693359375,2435.39892578125
IMAGE,SSP3-Ref-SPA0-V17,UKR,GDP|PPP,billion US$2005/yr,405.08990478515625,512.74658203125,665.4136962890625,780.3411865234375,868.1038208007812,975.23388671875,1124.5150146484375,1279.0260009765625,1445.5810546875,1631.237060546875
IMAGE,SSP4-Ref-SPA0-V17,UKR,GDP|PPP,billion US$2005/yr,405.08990478515625,581.818603515625,807.4066162109375,1057.3919677734375,1288.427978515625,1536.6669921875,1792.31298828125,1978.9549560546875,2122.85595703125,2227.6240234375
IMAGE,SSP5-Ref-SPA0-V17,UKR,GDP|PPP,billion US$2005/yr,405.08990478515625,593.40087890625,984.8776245117188,1569.447998046875,2152.3359375,2751.177001953125,3353.26611328125,3826.653076171875,4231.4501953125,4563.80078125
IMAGE,SSP1-Ref-SPA0-V17,USA,GDP|PPP,billion US$2005/yr,12822.2802734375,16532.279296875,21180.740234375,25804.259765625,29880.140625,33762.0390625,37859.21875,41843.5703125,45673.75,49238.62109375
IMAGE,SSP2-Ref-SPA0-V17,USA,GDP|PPP,billion US$2005/yr,12822.2802734375,16413.240234375,20203.58984375,23436.060546875,26289.880859375,29113.3203125,32080.599609375,34850.390625,37439.62109375,39840.4609375
IMAGE,SSP3-Ref-SPA0-V17,USA,GDP|PPP,billion US$2005/yr,12822.2802734375,16037.2998046875,18768.869140625,20549.6796875,21655.439453125,22254.98046875,22437.9609375,21963.359375,21140.599609375,20148.060546875
IMAGE,SSP4-Ref-SPA0-V17,USA,GDP|PPP,billion US$2005/yr,12822.2802734375,16628.9609375,21123.380859375,25374.779296875,28850.76953125,32089.669921875,35377.0390625,38273.23046875,40930.890625,43384.359375
IMAGE,SSP5-Ref-SPA0-V17,USA,GDP|PPP,billion US$2005/yr,12822.2802734375,17159.75,23504.720703125,31096.6796875,39496.98046875,49608.37109375,62350.66015625,77921.7109375,96402.4375,118079.0
IMAGE,SSP1-Ref-SPA0-V17,WAF,GDP|PPP,billion US$2005/yr,661.6680297851562,1172.2900390625,2442.030029296875,5132.259765625,9927.263671875,17393.150390625,27602.990234375,39889.609375,53400.37109375,66958.859375
IMAGE,SSP2-Ref-SPA0-V17,WAF,GDP|PPP,billion US$2005/yr,661.6680297851562,1185.137939453125,2229.722900390625,3999.85498046875,6994.85400390625,11844.8896484375,19183.439453125,29437.779296875,42761.69921875,59021.9609375
IMAGE,SSP3-Ref-SPA0-V17,WAF,GDP|PPP,billion US$2005/yr,661.6680297851562,1200.1209716796875,2087.326904296875,3231.510009765625,4776.52783203125,6910.43896484375,9808.80859375,13597.7099609375,18254.259765625,23717.640625
IMAGE,SSP4-Ref-SPA0-V17,WAF,GDP|PPP,billion US$2005/yr,661.6680297851562,1226.1929931640625,2076.56201171875,3051.583984375,4255.8251953125,5800.10009765625,7747.18408203125,10139.8701171875,12936.5703125,16110.1103515625
IMAGE,SSP5-Ref-SPA0-V17,WAF,GDP|PPP,billion US$2005/yr,661.6680297851562,1206.3509521484375,2718.385009765625,6359.19091796875,13113.9697265625,24100.05078125,39984.0390625,60534.69921875,85232.5625,112846.8984375
IMAGE,SSP1-Ref-SPA0-V17,WEU,GDP|PPP,billion US$2005/yr,12613.009765625,14405.919921875,17200.30078125,20820.849609375,24645.990234375,28593.5,32783.859375,36754.171875,40470.0,43978.08984375
IMAGE,SSP2-Ref-SPA0-V17,WEU,GDP|PPP,billion US$2005/yr,12613.009765625,14329.9599609375,16637.640625,19362.44921875,22473.5,25953.05078125,29867.509765625,33887.9296875,38024.921875,42261.55078125
IMAGE,SSP3-Ref-SPA0-V17,WEU,GDP|PPP,billion US$2005/yr,12613.009765625,14041.9404296875,15464.0302734375,16519.26953125,17200.66015625,17616.6796875,17928.98046875,17912.400390625,17750.6796875,17517.66015625
IMAGE,SSP4-Ref-SPA0-V17,WEU,GDP|PPP,billion US$2005/yr,12613.009765625,14644.7998046875,17267.2109375,20484.55078125,23713.099609375,26924.98046875,30144.330078125,32933.48046875,35454.94921875,37719.16015625
IMAGE,SSP5-Ref-SPA0-V17,WEU,GDP|PPP,billion US$2005/yr,12613.009765625,15036.3798828125,19085.509765625,25148.369140625,32691.25,42134.2890625,54143.44921875,68593.53125,85468.96875,105238.5
IMAGE,SSP1-Ref-SPA0-V17,BRA,Population,million,195.0384063720703,208.35870361328125,215.9423065185547,218.0762939453125,214.9947967529297,206.9010009765625,194.77220153808594,179.66909790039062,161.86669921875,141.47900390625
IMAGE,SSP2-Ref-SPA0-V17,BRA,Population,million,195.0384063720703,210.84280395507812,222.9246063232422,229.9499053955078,231.9779052734375,228.77330017089844,221.68600463867188,211.68319702148438,200.21780395507812,188.50430297851562
IMAGE,SSP3-Ref-SPA0-V17,BRA,Population,million,195.0384063720703,213.35299682617188,230.5612030029297,243.76939392089844,253.77420043945312,260.0812072753906,263.8559875488281,266.9324035644531,270.8203125,276.4169006347656
IMAGE,SSP4-Ref-SPA0-V17,BRA,Population,million,195.0384063720703,209.21910095214844,217.41700744628906,219.15379333496094,214.6967010498047,204.6208953857422,190.13400268554688,172.58670043945312,153.726806640625,135.11500549316406
IMAGE,SSP5-Ref-SPA0-V17,BRA,Population,million,195.0384063720703,208.08949279785156,215.1219024658203,216.72760009765625,213.1779022216797,204.68589782714844,192.2960968017578,177.0928955078125,159.34750366210938,139.1678924560547
IMAGE,SSP1-Ref-SPA0-V17,CAN,Population,million,34.04153823852539,37.925331115722656,41.85116958618164,45.47677993774414,49.00431823730469,52.277679443359375,54.80649948120117,56.21152114868164,56.04039001464844,54.5082893371582
IMAGE,SSP2-Ref-SPA0-V17,CAN,Population,million,34.04153823852539,37.79124069213867,41.413848876953125,44.57212829589844,47.619319915771484,50.501399993896484,52.8000602722168,54.36117935180664,54.9846305847168,54.463260650634766
IMAGE,SSP3-Ref-SPA0-V17,CAN,Population,million,34.04153823852539,36.69544982910156,37.83927917480469,37.990379333496094,37.4830207824707,36.471290588378906,34.970211029052734,32.964759826660156,30.533010482788086,27.866090774536133
IMAGE,SSP4-Ref-SPA0-V17,CAN,Population,million,34.04153823852539,37.52204895019531,40.51620101928711,42.84088134765625,44.64017105102539,45.92509841918945,46.44947814941406,46.00815963745117,44.508079528808594,41.92021942138672
IMAGE,SSP5-Ref-SPA0-V17,CAN,Population,million,34.04153823852539,38.9040412902832,45.13954162597656,51.61320114135742,58.85942077636719,66.64502716064453,73.9803237915039,80.39293670654297,85.1623764038086,88.16455078125
IMAGE,SSP1-Ref-SPA0-V17,CEU,Population,million,126.7499008178711,126.06510162353516,124.47930145263672,121.87169647216797,118.64420318603516,114.39109802246094,108.64179992675781,101.59870147705078,93.39533233642578,84.82221221923828
IMAGE,SSP2-Ref-SPA0-V17,CEU,Population,million,126.7499008178711,125.96240234375,124.27100372314453,121.25869750976562,117.7959976196289,113.69129943847656,108.12349700927734,101.872802734375,96.04572296142578,90.69711303710938
IMAGE,SSP3-Ref-SPA0-V17,CEU,Population,million,126.7499008178711,125.32150268554688,121.89669799804688,116.58390045166016,110.83660125732422,104.643798828125,97.72625732421875,91.62808227539062,87.0589370727539,83.2283935546875
IMAGE,SSP4-Ref-SPA0-V17,CEU,Population,million,126.7499008178711,125.32350158691406,122.16780090332031,117.35639953613281,111.5792007446289,104.73650360107422,96.24806213378906,86.95826721191406,78.11502075195312,69.95256042480469
IMAGE,SSP5-Ref-SPA0-V17,CEU,Population,million,126.7499008178711,126.76280212402344,126.8584976196289,126.3302993774414,125.83979797363281,124.77729797363281,122.14790344238281,118.24749755859375,113.20089721679688,107.59120178222656
IMAGE,SSP1-Ref-SPA0-V17,CHN,Population,million,1379.7869873046875,1411.241943359375,1400.1600341796875,1349.2349853515625,1263.47705078125,1154.0379638671875,1033.1009521484375,910.9683837890625,788.68212890625,667.0521850585938
IMAGE,SSP2-Ref-SPA0-V17,CHN,Population,million,1379.7869873046875,1419.541015625,1421.949951171875,1380.873046875,1303.4940185546875,1202.47802734375,1093.6920166015625,985.9840698242188,883.91552734375,796.3328857421875
IMAGE,SSP3-Ref-SPA0-V17,CHN,Population,million,1379.7869873046875,1426.0810546875,1440.2989501953125,1409.85595703125,1347.946044921875,1270.6180419921875,1195.511962890625,1131.0830078125,1086.7099609375,1064.1719970703125
IMAGE,SSP4-Ref-SPA0-V17,CHN,Population,million,1379.7869873046875,1408.8189697265625,1390.404052734375,1325.60302734375,1221.3599853515625,1091.0849609375,952.3674926757812,815.6768798828125,687.2371826171875,576.9013061523438
IMAGE,SSP5-Ref-SPA0-V17,CHN,Population,million,1379.7869873046875,1411.14404296875,1400.2939453125,1349.8719482421875,1264.741943359375,1155.887939453125,1035.3089599609375,913.3120727539062,790.9697265625,669.110107421875
IMAGE,SSP1-Ref-SPA0-V17,EAF,Population,million,259.4359130859375,320.5098876953125,376.8174133300781,426.80780029296875,466.2846984863281,494.0035095214844,510.6477966308594,515.5180053710938,509.1536865234375,493.3157958984375
IMAGE,SSP2-Ref-SPA0-V17,EAF,Population,million,259.4359130859375,329.5181884765625,402.65631103515625,474.6346130371094,541.8524169921875,599.8674926757812,647.5380859375,684.0477905273438,708.0463256835938,721.073974609375
IMAGE,SSP3-Ref-SPA0-V17,EAF,Population,million,259.4359130859375,337.9617004394531,431.3869934082031,532.9185180664062,643.1624145507812,753.4876708984375,859.8037719726562,962.1710205078125,1056.1669921875,1143.0400390625
IMAGE,SSP4-Ref-SPA0-V17,EAF,Population,million,259.4359130859375,337.81170654296875,430.4446105957031,530.5131225585938,638.8328247070312,747.1475219726562,851.8295288085938,953.3267211914062,1047.23095703125,1134.887939453125
IMAGE,SSP5-Ref-SPA0-V17,EAF,Population,million,259.4359130859375,320.1534118652344,374.8035888671875,422.50750732421875,459.1129150390625,483.7174072265625,497.7016906738281,500.75750732421875,493.55938720703125,477.8887023925781
IMAGE,SSP1-Ref-SPA0-V17,INDIA,Population,million,1214.489990234375,1350.0269775390625,1446.8680419921875,1511.06396484375,1537.5799560546875,1523.552001953125,1469.1949462890625,1379.27294921875,1261.8919677734375,1129.0250244140625
IMAGE,SSP2-Ref-SPA0-V17,INDIA,Population,million,1214.489990234375,1376.614013671875,1515.9580078125,1632.2779541015625,1719.4620361328125,1764.5849609375,1766.5260009765625,1733.3480224609375,1670.509033203125,1589.6839599609375
IMAGE,SSP3-Ref-SPA0-V17,INDIA,Population,million,1214.489990234375,1400.416015625,1590.4510498046875,1773.1209716796875,1954.259033203125,2113.8330078125,2249.590087890625,2372.844970703125,2484.279052734375,2587.052978515625
IMAGE,SSP4-Ref-SPA0-V17,INDIA,Population,million,1214.489990234375,1364.9560546875,1476.8330078125,1552.2900390625,1587.7039794921875,1574.3809814453125,1513.35498046875,1414.3680419921875,1291.865966796875,1159.593994140625
IMAGE,SSP5-Ref-SPA0-V17,INDIA,Population,million,1214.489990234375,1349.45703125,1445.3780517578125,1508.60595703125,1534.2110595703125,1519.4010009765625,1464.56298828125,1374.52294921875,1257.35595703125,1124.9620361328125
IMAGE,SSP1-Ref-SPA0-V17,INDO,Population,million,238.25230407714844,258.3254089355469,270.1758117675781,274.8830871582031,271.9869079589844,262.0617980957031,246.85650634765625,228.18780517578125,207.5782928466797,186.1824951171875
IMAGE,SSP2-Ref-SPA0-V17,INDO,Population,million,238.25230407714844,260.81219482421875,277.3804931640625,287.2815856933594,289.42230224609375,284.802490234375,275.043701171875,262.098388671875,247.64480590820312,232.66729736328125
IMAGE,SSP3-Ref-SPA0-V17,INDO,Population,million,238.25230407714844,263.414306640625,285.5176086425781,301.13720703125,310.3518981933594,313.5942077636719,312.58489990234375,309.681884765625,306.2694091796875,302.8905944824219
IMAGE,SSP4-Ref-SPA0-V17,INDO,Population,million,238.25230407714844,257.91778564453125,268.7569885253906,271.4956970214844,265.85400390625,252.58090209960938,233.82760620117188,212.09530639648438,189.39889526367188,167.27920532226562
IMAGE,SSP5-Ref-SPA0-V17,INDO,Population,million,238.25230407714844,257.9014892578125,268.9541015625,272.8337097167969,269.15399169921875,258.5215148925781,242.81829833984375,223.9073028564453,203.30169677734375,182.1230926513672
IMAGE,SSP1-Ref-SPA0-V17,JAP,Population,million,127.5927963256836,126.53099822998047,123.39409637451172,119.28199768066406,114.6636962890625,109.4666976928711,102.44650268554688,94.43115234375,85.8662109375,77.57856750488281
IMAGE,SSP2-Ref-SPA0-V17,JAP,Population,million,127.5927963256836,125.85540008544922,121.41570281982422,115.71240234375,109.51609802246094,103.27040100097656,96.41761016845703,89.43074035644531,82.36824035644531,75.56690979003906
IMAGE,SSP3-Ref-SPA0-V17,JAP,Population,million,127.5927963256836,124.24009704589844,116.43840026855469,106.72799682617188,96.29962921142578,85.51934051513672,74.40630340576172,64.09387969970703,54.97132110595703,46.717960357666016
IMAGE,SSP4-Ref-SPA0-V17,JAP,Population,million,127.5927963256836,125.18389892578125,119.38790130615234,112.07530212402344,103.95909881591797,95.51815795898438,86.31291198730469,76.90397644042969,67.43051147460938,58.381568908691406
IMAGE,SSP5-Ref-SPA0-V17,JAP,Population,million,127.5927963256836,127.48190307617188,126.41609954833984,124.81680297851562,123.33149719238281,121.9490966796875,118.95929718017578,114.99849700927734,110.52339935302734,106.2218017578125
IMAGE,SSP1-Ref-SPA0-V17,KOR,Population,million,72.8427734375,74.96829986572266,76.01595306396484,75.4429931640625,73.09523010253906,69.41560363769531,64.88031005859375,59.42586898803711,53.91550064086914,48.281158447265625
IMAGE,SSP2-Ref-SPA0-V17,KOR,Population,million,72.8427734375,74.64779663085938,75.07563781738281,73.51701354980469,69.81773376464844,64.86367797851562,59.55134963989258,54.385650634765625,49.66896057128906,45.41939163208008
IMAGE,SSP3-Ref-SPA0-V17,KOR,Population,million,72.8427734375,73.9372787475586,72.57518005371094,68.66425323486328,62.22111892700195,54.467288970947266,46.743690490722656,39.60969161987305,33.23760986328125,27.896549224853516
IMAGE,SSP4-Ref-SPA0-V17,KOR,Population,million,72.8427734375,74.27893829345703,73.84053039550781,71.3687973022461,66.67931365966797,60.520389556884766,53.906429290771484,47.46329116821289,41.48881149291992,36.07217025756836
IMAGE,SSP5-Ref-SPA0-V17,KOR,Population,million,72.8427734375,75.44450378417969,77.5912094116211,78.33499908447266,77.60784149169922,75.9690933227539,73.64399719238281,70.45719909667969,67.37019348144531,64.22572326660156
IMAGE,SSP1-Ref-SPA0-V17,ME,Population,million,215.460205078125,258.39581298828125,292.5083923339844,320.7445068359375,340.1604919433594,349.6875915527344,350.5054931640625,342.8652038574219,327.5047912597656,305.4360046386719
IMAGE,SSP2-Ref-SPA0-V17,ME,Population,million,215.460205078125,263.0653076171875,306.3028869628906,345.8988952636719,379.2265930175781,403.7210998535156,419.3244934082031,426.67279052734375,427.5487060546875,424.0790100097656
IMAGE,SSP3-Ref-SPA0-V17,ME,Population,million,215.460205078125,266.3609924316406,318.8316955566406,371.4502868652344,424.85089111328125,475.7528076171875,523.5308837890625,571.2880859375,619.7442016601562,667.332275390625
IMAGE,SSP4-Ref-SPA0-V17,ME,Population,million,215.460205078125,265.6250915527344,316.2439880371094,365.5788879394531,413.4211120605469,457.2997131347656,495.855712890625,530.7991943359375,563.5767822265625,594.24267578125
IMAGE,SSP5-Ref-SPA0-V17,ME,Population,million,215.460205078125,259.91668701171875,296.49798583984375,327.0987854003906,348.6017150878906,359.8905029296875,362.2773132324219,356.1448974609375,342.4753112792969,322.4713134765625
IMAGE,SSP1-Ref-SPA0-V17,MEX,Population,million,112.1937026977539,122.88359832763672,129.585205078125,132.67230224609375,132.0749053955078,128.47630310058594,123.25450134277344,116.9813003540039,108.86119842529297,98.6639633178711
IMAGE,SSP2-Ref-SPA0-V17,MEX,Population,million,112.1937026977539,124.81539916992188,135.264892578125,142.73410034179688,147.10719299316406,148.40699768066406,148.0626983642578,146.81239318847656,144.4156951904297,141.5155029296875
IMAGE,SSP3-Ref-SPA0-V17,MEX,Population,million,112.1937026977539,127.4030990600586,143.94090270996094,159.1136016845703,173.25869750976562,186.04849243164062,198.2458953857422,210.44520568847656,222.54559326171875,235.07339477539062
IMAGE,SSP4-Ref-SPA0-V17,MEX,Population,million,112.1937026977539,123.46520233154297,130.9936981201172,134.58639526367188,134.1324005126953,130.35369873046875,124.76300048828125,117.97640228271484,110.19560241699219,101.7698974609375
IMAGE,SSP5-Ref-SPA0-V17,MEX,Population,million,112.1937026977539,121.8864974975586,126.37629699707031,127.11129760742188,124.22090148925781,118.53720092773438,111.87319946289062,104.94319915771484,97.01998138427734,87.85044860839844
IMAGE,SSP1-Ref-SPA0-V17,NAF,Population,million,169.2978057861328,190.5675048828125,204.9425048828125,214.24400329589844,218.28970336914062,216.76229858398438,210.89239501953125,201.21009826660156,188.68699645996094,174.1634979248047
IMAGE,SSP2-Ref-SPA0-V17,NAF,Population,million,169.2978057861328,193.29269409179688,213.0166015625,228.3845977783203,239.4550018310547,245.28610229492188,246.45620727539062,243.96139526367188,239.45399475097656,233.55740356445312
IMAGE,SSP3-Ref-SPA0-V17,NAF,Population,million,169.2978057861328,196.82350158691406,224.4022979736328,249.31129455566406,273.2489013671875,294.522705078125,312.5953063964844,330.1182861328125,348.21649169921875,365.78961181640625
IMAGE,SSP4-Ref-SPA0-V17,NAF,Population,million,169.2978057861328,191.1029052734375,206.10440063476562,215.4365997314453,219.04420471191406,216.44290161132812,208.53880310058594,196.7989044189453,183.2335968017578,168.85760498046875
IMAGE,SSP5-Ref-SPA0-V17,NAF,Population,million,169.2978057861328,189.8018035888672,202.5030059814453,210.04269409179688,212.34300231933594,209.2104034423828,202.16209411621094,191.8594970703125,179.26060485839844,165.1446075439453
IMAGE,SSP1-Ref-SPA0-V17,OCE,Population,million,29.55954933166504,34.15752029418945,38.519691467285156,42.55867004394531,46.35271072387695,49.68125915527344,52.03411102294922,53.14904022216797,52.70692825317383,51.065528869628906
IMAGE,SSP2-Ref-SPA0-V17,OCE,Population,million,29.55954933166504,34.15752029418945,38.49631881713867,42.42145919799805,46.10877990722656,49.38753128051758,51.843040466308594,53.400089263916016,53.93672180175781,53.34519958496094
IMAGE,SSP3-Ref-SPA0-V17,OCE,Population,million,29.55954933166504,33.239749908447266,35.578369140625,37.1151008605957,38.0166015625,38.20158004760742,37.65782928466797,36.479881286621094,34.76325988769531,32.6939697265625
IMAGE,SSP4-Ref-SPA0-V17,OCE,Population,million,29.55954933166504,33.927818298339844,37.77165985107422,41.04533004760742,43.808780670166016,45.94921875,47.143428802490234,47.29792022705078,46.34965896606445,44.296630859375
IMAGE,SSP5-Ref-SPA0-V17,OCE,Population,million,29.55954933166504,35.039710998535156,41.40715026855469,47.89044952392578,54.85042190551758,62.014678955078125,68.44410705566406,73.77485656738281,77.45507049560547,79.6280288696289
IMAGE,SSP1-Ref-SPA0-V17,RCAM,Population,million,84.55695343017578,91.63218688964844,95.6810531616211,97.17986297607422,96.1871566772461,93.1751480102539,88.97947692871094,83.81163787841797,77.64595794677734,70.41776275634766
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Population,million,84.55695343017578,93.3414535522461,100.33760070800781,105.2354965209961,107.94259643554688,108.50309753417969,107.77529907226562,106.12349700927734,103.70079803466797,100.86019897460938
IMAGE,SSP3-Ref-SPA0-V17,RCAM,Population,million,84.55695343017578,96.13480377197266,109.10060119628906,121.24720001220703,132.87950134277344,143.58880615234375,153.65550231933594,163.42250061035156,173.04879760742188,182.71929931640625
IMAGE,SSP4-Ref-SPA0-V17,RCAM,Population,million,84.55695343017578,94.07135772705078,102.43910217285156,109.04409790039062,114.12470245361328,117.60379791259766,120.26270294189453,122.59100341796875,124.77349853515625,126.94170379638672
